[2026-04-01T21:11:45.618Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/index.js?v=3afa04c6 → 200 (4ms, 37694B)
[2026-04-01T21:11:45.618Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/xray.js?v=3afa04c6 → 200 (3ms, 30990B)
[2026-04-01T21:11:45.618Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/settings.js?v=3afa04c6 → 200 (4ms, 35003B)
[2026-04-01T21:11:45.618Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/toolbar.js?v=3afa04c6 → 200 (7ms, 86326B)
[2026-04-01T21:11:45.618Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/index.js?v=3afa04c6 → 200 (228ms, 6537B)
[2026-04-01T21:11:45.620Z] GET http://localhost:4322/src/components/layout/HeaderIsland.tsx → 200 (230ms, 3637B)
[2026-04-01T21:11:45.620Z] GET http://localhost:4322/node_modules/.vite/deps/@astrojs_react_client__js.js?v=04de21c0 → 200 (223ms, 5073B)
[2026-04-01T21:11:45.620Z] GET http://localhost:4322/src/components/layout/Navigation.tsx → 200 (267ms, 23797B)
[2026-04-01T21:11:45.621Z] GET http://localhost:4322/node_modules/html-escaper/esm/index.js?v=3afa04c6 → 200 (7ms, 12896B)
[2026-04-01T21:11:45.621Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/highlight.js?v=3afa04c6 → 200 (219ms, 11750B)
[2026-04-01T21:11:45.621Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/window.js?v=3afa04c6 → 200 (220ms, 7595B)
[2026-04-01T21:11:45.621Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icons.js?v=3afa04c6 → 200 (234ms, 277585B)
[2026-04-01T21:11:45.621Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/icons.js?v=3afa04c6 → 200 (255ms, 5650B)
[2026-04-01T21:11:45.622Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/annotations.js?v=3afa04c6 → 200 (255ms, 3862B)
[2026-04-01T21:11:45.622Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/index.js?v=3afa04c6 → 200 (259ms, 7035B)
[2026-04-01T21:11:45.622Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-list-item.js?v=3afa04c6 → 200 (255ms, 16740B)
[2026-04-01T21:11:45.622Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-list-window.js?v=3afa04c6 → 200 (259ms, 52021B)
[2026-04-01T21:11:45.622Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-ui.js?v=3afa04c6 → 200 (262ms, 28018B)
[2026-04-01T21:11:45.843Z] GET http://localhost:4322/node_modules/.vite/deps/chunk-UOL6SM4K.js?v=3afa04c6 → 200 (100ms, 928328B)
[2026-04-01T21:11:45.843Z] GET http://localhost:4322/node_modules/.vite/deps/chunk-5ULDFCBR.js?v=3afa04c6 → 200 (48ms, 77791B)
[2026-04-01T21:11:45.843Z] GET http://localhost:4322/node_modules/.vite/deps/chunk-5WRI5ZAA.js?v=3afa04c6 → 200 (45ms, 7184B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/badge.js?v=3afa04c6 → 200 (45ms, 16480B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/button.js?v=3afa04c6 → 200 (63ms, 25195B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/card.js?v=3afa04c6 → 200 (65ms, 19839B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/highlight.js?v=3afa04c6 → 200 (65ms, 21660B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icon.js?v=3afa04c6 → 200 (64ms, 5667B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/radio-checkbox.js?v=3afa04c6 → 200 (93ms, 16332B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/select.js?v=3afa04c6 → 200 (91ms, 18147B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/toggle.js?v=3afa04c6 → 200 (92ms, 19016B)
[2026-04-01T21:11:45.847Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/tooltip.js?v=3afa04c6 → 200 (92ms, 23080B)
[2026-04-01T21:11:45.850Z] GET http://localhost:4322/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=04de21c0 → 200 (148ms, 35991B)
[2026-04-01T21:11:45.850Z] GET http://localhost:4322/node_modules/.vite/deps/react.js?v=04de21c0 → 200 (148ms, 1024B)
[2026-04-01T21:11:45.850Z] GET http://localhost:4322/src/components/common/ThemeProvider.tsx → 200 (148ms, 6214B)
[2026-04-01T21:11:45.850Z] GET http://localhost:4322/src/components/layout/Header.tsx → 200 (148ms, 8902B)
[2026-04-01T21:11:45.881Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/a11y.js?v=3afa04c6 → 200 (118ms, 122184B)
[2026-04-01T21:11:45.881Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/perf.js?v=3afa04c6 → 200 (121ms, 23587B)
[2026-04-01T21:11:45.887Z] GET http://localhost:4322/src/components/common/NavLink.tsx → 200 (113ms, 4507B)
[2026-04-01T21:11:45.887Z] GET http://localhost:4322/src/assets/images/wrenchbolt.svg?import → 200 (113ms, 1052B)
[2026-04-01T21:11:45.887Z] GET http://localhost:4322/src/assets/images/back-arrow.svg?import → 200 (113ms, 1064B)
[2026-04-01T21:11:45.887Z] GET http://localhost:4322/src/components/layout/Container.tsx → 200 (115ms, 3380B)
[2026-04-01T21:11:45.888Z] GET http://localhost:4322/src/components/common/Button.tsx → 200 (114ms, 4381B)
[2026-04-01T21:11:46.002Z] GET http://localhost:4322/src/components/common/NeuroNoiseBackground.tsx → 200 (4ms, 38380B)
[2026-04-01T21:11:46.004Z] GET http://localhost:4322/src/components/common/Logo.tsx → 200 (2ms, 9543B)
[2026-04-01T21:11:46.004Z] GET http://localhost:4322/src/assets/images/background-pink.png?import → 200 (3ms, 1095B)
[2026-04-01T21:11:46.004Z] GET http://localhost:4322/src/components/common/StarField.tsx → 200 (3ms, 20412B)
[2026-04-01T21:11:46.004Z] GET http://localhost:4322/node_modules/.vite/deps/astro___aria-query.js?v=04de21c0 → 200 (10ms, 205280B)
[2026-04-01T21:11:46.004Z] GET http://localhost:4322/node_modules/.vite/deps/astro___axobject-query.js?v=04de21c0 → 200 (10ms, 112534B)
[2026-04-01T21:11:46.012Z] GET http://localhost:4322/src/assets/images/stacks-logo.png?import → 200 (5ms, 1083B)
[2026-04-01T21:11:46.012Z] GET http://localhost:4322/src/assets/images/mobile-logo-pink.svg?import → 200 (5ms, 1104B)
[2026-04-01T21:11:46.046Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/background-pink.png?origWidth=1684&origHeight=460&origFormat=png → pending (?ms, ?B)
[2026-04-01T21:11:46.298Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/light-curriculum.png?origWidth=3407&origHeight=3407&origFormat=png → 200 (?ms, 24104793B)
[2026-04-01T21:11:46.298Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/curriculum-page-1.png?origWidth=570&origHeight=427&origFormat=png → 200 (?ms, 460607B)
[2026-04-01T21:11:46.298Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/wiring-curriculum.png?origWidth=920&origHeight=920&origFormat=png → 200 (1ms, 1253307B)
[2026-04-01T21:13:01.818Z] GET http://localhost:4322/curriculum/ → 200 (10ms, 58093B)
[2026-04-01T21:13:01.836Z] GET http://localhost:4322/fonts/inter-latin-100-normal.woff2 → 304 (10ms, ?B)
[2026-04-01T21:13:01.836Z] GET http://localhost:4322/@vite/client → 200 (25ms, 297591B)
[2026-04-01T21:13:01.836Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/node_modules/astro/dist/runtime/client/dev-toolbar/entrypoint.js?v=3afa04c6 → 200 (?ms, 52465B)
[2026-04-01T21:13:01.836Z] GET http://localhost:4322/src/styles/fonts.css → 200 (24ms, 2594B)
[2026-04-01T21:13:01.836Z] GET http://localhost:4322/src/styles/global.css → 200 (31ms, 9687B)
[2026-04-01T21:13:01.837Z] GET http://localhost:4322/src/components/layout/Header.module.css → 200 (31ms, 1203B)
[2026-04-01T21:13:01.837Z] GET http://localhost:4322/src/components/common/Logo.module.css → 200 (21ms, 1529B)
[2026-04-01T21:13:01.837Z] GET http://localhost:4322/src/components/common/StarField.module.css → 200 (24ms, 636B)
[2026-04-01T21:13:01.837Z] GET http://localhost:4322/src/components/layout/Navigation.module.css → 200 (31ms, 5743B)
[2026-04-01T21:13:01.837Z] GET http://localhost:4322/src/components/common/NavLink.module.css → 200 (30ms, 1895B)
[2026-04-01T21:13:01.837Z] GET http://localhost:4322/src/components/layout/Container.module.css → 200 (30ms, 788B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/common/Button.module.css → 200 (30ms, 2147B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/sections/ContactSection.module.css → 200 (32ms, 5708B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/common/Modal.module.css → 200 (30ms, 2349B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/common/SelectInput.module.css → 200 (32ms, 2178B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/layout/Footer.module.css → 200 (33ms, 840B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/layout/SectionHeader.module.css → 200 (40ms, 959B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/blocks/panels/ImagePanel.module.css → 200 (40ms, 1604B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/blocks/panels/AccordionPanel.module.css → 200 (43ms, 2646B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/common/PlusSymbol.module.css → 200 (44ms, 1834B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/blocks/block/Block.module.css → 200 (44ms, 1902B)
[2026-04-01T21:13:01.838Z] GET http://localhost:4322/src/components/common/Buffer.module.css → 200 (47ms, 711B)
[2026-04-01T21:13:01.839Z] GET http://localhost:4322/@id/__x00__astro:toolbar:internal → 200 (46ms, 8955B)
[2026-04-01T21:13:01.839Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/helpers.js?v=3afa04c6 → 200 (?ms, 14267B)
[2026-04-01T21:13:01.839Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/settings.js?v=3afa04c6 → 200 (?ms, 7936B)
[2026-04-01T21:13:01.839Z] GET http://localhost:4322/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/window.js?v=3afa04c6 → 200 (?ms, 19284B)
[2026-04-01T21:13:01.841Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/stacks-logo.png?origWidth=3864&origHeight=337&origFormat=png → 304 (44ms, ?B)
[2026-04-01T21:13:01.841Z] GET http://localhost:4322/@id/astro:scripts/before-hydration.js → 200 (44ms, 988B)
[2026-04-01T21:13:01.842Z] GET http://localhost:4322/@fs/Users/jonathanspooner/Projects/website/src/assets/images/back-arrow.svg?origWidth=20&origHeight=18&origFormat=svg → 304 (43ms, ?B)
[2026-04-01T21:13:01.854Z] GET http://localhost:4322/fonts/inter-latin-700-normal.woff2 → 304 (4ms, ?B)
[2026-04-01T21:13:01.854Z] GET http://localhost:4322/fonts/inter-latin-600-normal.woff2 → 304 (4ms, ?B)
[2026-04-01T21:13:01.854Z] GET http://localhost:4322/fonts/MontaguSlab_120pt-Bold.ttf → 304 (7ms, ?B)
